,fullName,Articles,authors,years,Journals
139,Parham Moradi,Predict student scores using bayesian networks,"R Torabi, P Moradi, AR Khantaimoori",2012,"Procedia-Social and Behavioral Sciences 46, 4476-4480, 2012"
140,Parham Moradi,A multi-objective genetic algorithm for community detection in weighted networks,"Z Ghaffaripour, A Abdollahpouri, P Moradi",2016,"2016 Eighth International Conference on Information and Knowledge Technology …, 2016"
141,Parham Moradi,Diversity and separable metrics in over-sampling technique for imbalanced data classification,"S Mahmoudi, P Moradi, F Akhlaghian, R Moradi",2014,"2014 4th International Conference on Computer and Knowledge Engineering …, 2014"
142,Parham Moradi,Enhanced recommender system using predictive network approach,"H Zare, MAN Pour, P Moradi",2019,"Physica A: Statistical Mechanics and its Applications 520, 322-337, 2019"
143,Parham Moradi,A collaborative filtering method based on genetic algorithm and trust statements,"H Parvin, P Moradi, S Esmaeili",2018,"2018 6th Iranian Joint Congress on Fuzzy and Intelligent Systems (CFIS), 13-16, 2018"
144,Parham Moradi,An improved density peaks method for data clustering,"A Lotfi, SA Seyedi, P Moradi",2016,"2016 6th International Conference on Computer and Knowledge Engineering …, 2016"
145,Parham Moradi,Automatic skill acquisition in reinforcement learning agents using connection bridge centrality,"P Moradi, ME Shiri, N Entezari",2010,"Communication and Networking: International Conference, FGCN 2010, Held as …, 2010"
146,Parham Moradi,Improve performance of collaborative filtering systems using backward feature selection,"M Ramezani, P Moradi, FA Tab",2013,"The 5th Conference on Information and Knowledge Technology, 225-230, 2013"
147,Parham Moradi,"Reinforcement learning for multiple access control in wireless sensor networks: Review, model, and open issues","M Fathi, V Maihami, P Moradi",2013,"Wireless personal communications 72, 535-547, 2013"
148,Parham Moradi,SCE: Subspace-based core expansion method for community detection in complex networks,"M Mohammadi, P Moradi, M Jalili",2019,"Physica A: Statistical Mechanics and its Applications 527, 121084, 2019"
149,Parham Moradi,Improving exploration property of velocity-based artificial bee colony algorithm using chaotic systems,"P Moradi, N Imanian, NN Qader, M Jalili",2018,"Information Sciences 465, 130-143, 2018"
150,Parham Moradi,An evolutionary based multi-objective filter approach for feature selection,"M Labani, P Moradi, M Jalili, X Yu",2017,"2017 world congress on computing and communication technologies (WCCCT), 151-154, 2017"
151,Parham Moradi,A Global Optimization Approach Based on Opinion Formation in Complex Networks,"H Hamedmoghadam, M Jalili, P Moradi, X Yu",2018,"IEEE Transactions on Network Science and Engineering, 2018"
152,Parham Moradi,An efficient recommender system by integrating non-negative matrix factorization with trust and distrust relationships,"H Parvina, P Moradi, S Esmaeilib, M Jalilic",2018,"2018 IEEE Data Science Workshop (DSW), 135-139, 2018"
153,Parham Moradi,Application of game theory techniques for improving trust based recommender systems in social networks,"MM Azadjalal, P Moradi, A Abdollahpouri",2014,"2014 4th International Conference on Computer and Knowledge Engineering …, 2014"
154,Parham Moradi,An improved limited random walk approach for identification of overlapping communities in complex networks,"S Bahadori, P Moradi, H Zare",2021,"Applied Intelligence 51, 3561-3580, 2021"
155,Parham Moradi,A feature weighting based artificial bee colony algorithm for data clustering,"M Reisi, P Moradi, A Abdollahpouri",2016,"2016 Eighth International Conference on Information and Knowledge Technology …, 2016"
156,Parham Moradi,On the modularity improvement for community detection in overlapping social networks,"S Ghaderi, A Abdollahpouri, P Moradi",2016,"2016 8th International Symposium on Telecommunications (IST), 540-546, 2016"
157,Parham Moradi,A multi-label feature selection based on mutual information and ant colony optimization,"M Hatami, P Mehrmohammadi, P Moradi",2020,"2020 28th Iranian Conference on Electrical Engineering (ICEE), 1-6, 2020"
158,Parham Moradi,A method for answer selection using DistilBERT and important words,"J Mozafari, A Fatemi, P Moradi",2020,"2020 6th International Conference on Web Research (ICWR), 72-76, 2020"
159,Parham Moradi,Integrating ABC with genetic grouping for university course timetabling problem,"E Ghasemi, P Moradi, M Fathi",2015,"2015 5th International Conference on Computer and Knowledge Engineering …, 2015"
160,Parham Moradi,A local graph clustering algorithm for discovering subgoals in reinforcement learning,"N Entezari, ME Shiri, P Moradi",2010,"Communication and Networking: International Conference, FGCN 2010, Held as …, 2010"
161,Parham Moradi,Novel method for improving Web text classifiers performance through machine learning,"P Moradi, A Abdollahzadeh, MI Shiri",2006,"2006 2nd International Conference on Information & Communication …, 2006"
162,Parham Moradi,PODCD: Probabilistic overlapping dynamic community detection,"S Bahadori, H Zare, P Moradi",2021,"Expert Systems with Applications 174, 114650, 2021"
163,Parham Moradi,QoS-based web service recommendation using popular-dependent collaborative filtering,"S Adeli, P Moradi",2020,"Journal of AI and Data Mining 8 (1), 83-93, 2020"
164,Parham Moradi,Nonnegative matrix factorization regularized with trust relationships for solving cold-start problem in recommender Systems,"H Parvin, P Moradi, S Esmaeili",2018,"Electrical Engineering (ICEE), Iranian Conference on, 1571-1576, 2018"
165,Parham Moradi,On the synthetic dataset generation for IPTV services based on user behavior,"A Abdollahpouri, R Qavami, P Moradi",2018,"Multimedia Tools and Applications 77, 8475-8493, 2018"
166,Parham Moradi,A new digital image watermarking approach based on DWT-SVD and CPPN-NEAT,"K Ghaderi, F Akhlghian, P Moradi",2012,"2012 2nd International eConference on Computer and Knowledge Engineering …, 2012"
167,Parham Moradi,A novel and robust approach for iris segmentation,"M Dashtban, P Moradi",2011,"International Journal of Computer Applications 34 (6), 63-70, 2011"
168,Parham Moradi,Personalizing results of information retrieval systems using extended fuzzy concept networks,"P Moradi, ME Shiri, MM Ebadzadeh",2008,"2008 3rd International Conference on Information and Communication …, 2008"
169,Parham Moradi,A weakly-supervised factorization method with dynamic graph embedding,"SA Seyedi, P Moradi, FA Tab",2017,"2017 Artificial Intelligence and Signal Processing Conference (AISP), 213-218, 2017"
170,Parham Moradi,A local Random Walk method for identifying communities in social networks,"S Bahadori, P Moradi",2017,"2017 Artificial Intelligence and Robotics (IRANOPEN), 177-181, 2017"
171,Parham Moradi,A random projection approach for estimation of the betweenness centrality measure,"H Zare, A Mohammadpour, P Moradi",2013,"Intelligent Data Analysis 17 (2), 217-231, 2013"
172,Parham Moradi,Subgoal discovery in reinforcement learning using local graph clustering,"N Entezari, ME Shiri, P Moradi",2011,"International Journal of Future Generation Communication and Networking 4 (3 …, 2011"
173,Parham Moradi,A graph-based multi-label feature selection using ant colony optimization,"M Hatami, SR Mahmood, P Moradi",2020,"2020 10th International Symposium onTelecommunications (IST), 175-180, 2020"
174,Parham Moradi,Self-Paced Multi-Label Learning with Diversity,"SA Seyedi, SS Ghodsi, F Akhlaghian, M Jalili, P Moradi",2019,"11th Asian Conference on Machine Learning 101, 790-805, 2019"
175,Parham Moradi,A clustering-based matrix factorization method to improve the accuracy of recommendation systems,"Z Shajarian, SA Seyedi, P Moradi",2017,"2017 Iranian Conference on Electrical Engineering (ICEE), 2241-2246, 2017"
176,Parham Moradi,PerAnSel: a novel deep neural network-based system for Persian question answering,"J Mozafari, A Kazemi, P Moradi, MA Nematbakhsh",2022,"Computational Intelligence and Neuroscience 2022, 2022"
177,Parham Moradi,Visual Domain Bridge: A source-free domain adaptation for cross-domain few-shot learning,MYP Moradi,2022,"2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition …, 2022"
178,Parham Moradi,Automatic artificial pancreas systems using an intelligent multiple-Model PID strategy,"Y Batmani, S Khodakaramzadeh, P Moradi",2021,"IEEE Journal of Biomedical and Health Informatics 26 (4), 1708-1717, 2021"
179,Parham Moradi,Point-of-interest recommendation using extended random walk with restart on geographical-temporal hybrid tripartite graph,"M Taheri, M Farnaghi, A Alimohammadi, P Moradi, S Khoshahval",2021,"Journal of spatial science, 1-19, 2021"
180,Parham Moradi,A trust-based recommender system by integration of graph clustering and ant colony optimization,"SR Mahmood, M Hatami, P Moradi",2020,"2020 10th International Conference on Computer and Knowledge Engineering …, 2020"
181,Parham Moradi,A density peaks clustering method based on mutual kNN graph and shortest path,"P Mehrmohammadi, M Hatami, P Moradi",2020,"2020 28th Iranian Conference on Electrical Engineering (ICEE), 1-6, 2020"
182,Parham Moradi,AN NMF-based community detection method regularized with local and global information,"M Mohammadi, P Moradi, M Jalili",2018,"Electrical Engineering (ICEE), Iranian Conference on, 1-6, 2018"
183,Parham Moradi,Improving Performance of Fuzzy C-means Clustering Algorithm using Automatic Local Feature Weighting,"S Rafiei, P Moradi",2016,"Tabriz Journal of Electrical Eng 46 (2), 2016"
184,Parham Moradi,MOOCs Recommender System with Siamese Neural Network,"A Faroughi, P Moradi",2022,"2022 9th International and the 15th National Conference on E-Learning and E …, 2022"
185,Parham Moradi,Presenting a New Multi-Objective Optimization Method Based on MOPSO-SQP Algorithm in Order to Coordinate the Protective Overcurrent Relays in Power Systems,"S Sadeghi, N Rezaei, A Hesami-Naghshbandy, P Moradi",2020,"Computational Intelligence in Electrical Engineering 11 (3), 37-50, 2020"
186,Parham Moradi,Combining Nonnegative Matrix Factorization technique with Trust Relationships for Recommendation in Social Networks,"Parvin, Hashem, P Moradi, S Esmaeili",2020,"TABRIZ JOURNAL OF ELECTRICAL ENGINEERING 50 (2), 605-618, 2020"
187,Parham Moradi,A Multi-Objective Feature Selection Method Based On The Mutual Information Theory And Pareto Set Theory,"M Rahmaninia, P Moradi, M Jalili",2020,"TABRIZ JOURNAL OF ELECTRICAL ENGINEERING 50 (393), 1225-1237, 2020"
188,Parham Moradi,A text classification method based on combination of Information gain and graph clustering,"A Abdollahpouri, S Rahimi, F Zamani, P Moradi",2019,"International Journal of Information and Communication Technology Research …, 2019"
189,Parham Moradi,Automatic Skill Acquisition using Complex Network Measures,"P Moradi, A Ajdari Rad, A Khadivi, M Hasler",2010,"Conference International Conference on Artificial Intelligence and Pattern …, 2010"
190,Parham Moradi,A Multi-Objective online streaming Multi-Label feature selection using mutual information,"A Rafie, P Moradi, A Ghaderzadeh",2023,"Expert Systems with Applications 216, 119428, 2023"
191,Parham Moradi,Universal Feature Selection Tool (UniFeat): An Open-Source Tool for Dimensionality Reduction,"S Tabakhi, P Moradi",2022,"arXiv preprint arXiv:2211.16846, 2022"
192,Parham Moradi,An attention-based deep learning method for solving the cold-start and sparsity issues of recommender systems,"N Heidari, P Moradi, A Koochari",2022,"Knowledge-Based Systems 256, 109835, 2022"
193,Parham Moradi,A swarm intelligence based multi-label feature selection method hybridized with a local search strategy,"آذر رفیعی, آذر, مرادی, پرهام, قادرزاده, عبدالباقی‎",2022,"مجله مهندسی برق دانشگاه تبریز 51 (4), 443-454, 2022‎"
194,Parham Moradi,Universal Feature Selection Tool,"S Tabakhi, P Moradi",2022,null
195,Parham Moradi,"Constraint-Based, Score-Based and Hybrid Algorithms to Construct Bayesian Gene Networks in the Bovine Transcriptome","A Mortazavi, A Rashidi, M Ghaderi-Zefrehei, P Moradi, M Razmkabir, ...",2022,"Animals 12 (10), 1305, 2022"
196,Parham Moradi,Adaptive educational games based on recommendation strategy and learning style identification,"N Imanian, S Havas, P Moradi",2022,"2022 9th International and the 15th National Conference on E-Learning and E …, 2022"
197,Parham Moradi,A Courses Recommendation System based on Graph Clustering and Ant Colony Optimization in MOOC Environment,"S Havas, N Imanian, P Moradi",2022,"2022 9th International and the 15th National Conference on E-Learning and E …, 2022"
198,Parham Moradi,A Feature Selection Algorithm in Online Stream Dataset Based on Multivariate Mutual Information,"M Rahmaninia, P Moradi",2021,"Nashriyyah-i Muhandisi-i Barq va Muhandisi-i Kampyutar-i Iran 84 (4), 327, 2021"
199,Parham Moradi,An Implicit Feedback Recommendation System for Massive Open Online Courses,"A Faroughi, P Moradi",2021,"Quarterly of Iranian Distance Education Journal 3 (2), 70-76, 2021"
200,Parham Moradi,A Graph-based Density Peaks Method by Employing Shortest Path for Data Clustering,"P Mehrmohammadi, M Hatami, P Moradi",2021,"2021 5th International Conference on Pattern Recognition and Image Analysis …, 2021"
201,Parham Moradi,Introduction and Literature Review of the Application of Machine Learning/Deep Learning to Control Problems of Power Systems,"S Sadeghi, A Hesami Naghshbandy, P Moradi, N Rezaei",2021,"Application of Machine Learning and Deep Learning Methods to Power System …, 2021"
202,Parham Moradi,A Community Detection Method Based on the Subspace Similarity of Nodes in Complex Networks,"M Mohammadi, P Moradi, M Jalili",2020,"Data Science: From Research to Application, 105-120, 2020"
203,Parham Moradi,Extraction of cause-and-effect transcriptomic relationship in mammary gland tissue of dairy cattle using Bayesian network,"A Mortazavi, A Rashidi, MGZ Ghaderi-Zefrehei, P Moradi, MR Razm Kabir",2019,"Animal Sciences Journal 32 (123), 197-216, 2019"
204,Parham Moradi,WITHDRAWN: Identification of bovine uterine transcriptomic hub genes using Bayesian network algorithms,"A Mortazavi, A Rashidi, M Ghaderi-Zefrehei, P Moradi, M Razmkabir",2019,"Animal Bioscience, 2019"
205,Parham Moradi,Graph-based Clustering for Multi-objective Evolutionary Algorithm,"SS Ghodsi, P Moradi, S Tahmasebi",2018,"2018 9th International Symposium on Telecommunications (IST), 624-629, 2018"
